,0
Sadness and Sorrow___Kato,664cheHciPtk0bDDIADFP4
Broken-Hearted Girl___Beyoncé,7zP67rufQgoODWFI45jntD
Potion Approaching___Arctic Monkeys,3RHHXwyRtskFx87sX80xEy
Not a Blade of Grass___Juke Ross,0LbYHpjWWHOeSZpU30NSvf
Rula Ke Gaya Ishq___Stebin Ben,68cy4S3cwPZdMGuIH9izml
New Blood (with Boy Matthews)___Gryffin,6Q72a8Q03iDpiCCUDKh691
Run Through Walls___The Script,7ybTXgmWoVFV33te4kVlUR
Don't Give Up___Fedde Le Grand,5A3fPy30SN2wuzrahpcxvV
Drive By___Train,0KAiuUOrLTIkzkpfpn9jb9
Chinna Chinna Aasha___A.R. Rahman,7ntKTju5poRBjRFv4D4BNv
Survive and Get the Blade - Remix___Rifti Beats,3nmwfqQUogDinCrP1ex6dz
Concrete Angel (acoustic)___Christina Novelli,62sJECqRfQ6P7pkNwfnkaO
Thousand Faces___Don Diablo,4m4dmiW49WkRkSWliJ5Zoj
Ding Ding Ding___Chaitra,6whi0MSsBATHfTOx9MvN1t
Suspicious Minds___Mokita,15kWo1IAEPP3EzZfe4pae1
You Belong With Me___Taylor Swift,1GEBsLDvJGw7kviySRI6GX
イザベラの唄___小畑貴裕,6qzTbAFDX82BxJIBbdKPH8
Sheesh!___Surfaces,6XBpvNmiicO5Nka3SBOV3y
Angel___Theory of a Deadman,2m6Ko3CY1qXNNja8AlugNc
Jar of Hearts___Christina Perri,3q4r2ttafitfvpWPThcuBx
Lost___Maroon 5,18XlJEroUwFo0tLZxscgXE
Bad Boy (feat. Luana Kiara)___Raaban,64p6ua7zpf66s62StC2QLv
Aquamarine___Crystal Fragments,4PYGGaGGsxGOs6XYZz5I1Y
Turning Me Up (Hadal Ahbek)___Issam Alnajjar,4sofJiicQwKsRo3S1vpt39
You (with Marshmello & Vance Joy) - Acoustic___benny blanco,2wcseriGAqeodDazDXgmaq
Peniviti___Kala Bhairava,1YA5XoTcKyrpQ6cW6XsAfB
Son 2 Sea Ver___Hiroyuki Sawano,6SiRHyoIMO9QfAsHcp11Nv
Jaagran (Rockstar)___Mohit Chauhan,7aGP8THL45LnFX8xIY1Jcx
It's Not Living (If It's Not With You)___The 1975,3TgMcrV32NUKjEG2ujn9eh
Why You No Love Me___John Mayer,3hwjxbqGvTRUPi38fLgeM7
The Spectre___Alan Walker,2DGa7iaidT5s0qnINlwMjJ
Spring Day___BTS,2j1fFjWHCI9KJSwcuYAOyF
"Doobey (From ""Gehraiyaan"")___OAFF",7MBqVOzb8C3f0FXr2LBLiq
i'm so tired...___Lauv,4vjpLMyL3ZO6aphdYr8XYw
Pending Mind___Dreamscaper,7xC69b3ezFngpneuu7SVkU
after school___Erin Bee,3TyjuHEE7JVQZWGurwxe61
Atone & Bloom___Auvic,6ZJ3NPR2M6sZ5XQzBsJMP0
Can You Feel My Heart___Bring Me The Horizon,
Bloodshot___Mike Perry,
Hurricane___Ofenbach,
20:25___Flux Pavilion,
Sirivennela___Mickey J. Meyer,
Young God (Acoustic) [feat. Lovelle]___WiDE AWAKE,
I Love You's___Hailee Steinfeld,
Nothing Else Matters___Metallica,
First Time (feat. iann dior) - Sam Feldt Remix___ILLENIUM,
Cloudy Day___Tones And I,
Goldbrick___Serene & Pax,
So Far Away (feat. Jamie Scott & Romy Dya)___Martin Garrix,
They Don't Know Us - Piano Version___Borgeous,
False Confidence___Noah Kahan,
Now Or Never___Matt Nash,
Kundalini___Headhunterz,
Issues___Julia Michaels,
Uncover___Zara Larsson,
爽やかな朝日のように___小畑貴裕,
Only Want You (Martin Jensen Remix)___Rita Ora,
New Kings___Sleeping Wolf,
Lost___Cher Lloyd,
We Come Running___Youngblood Hawke,
Revenge___Papa Roach,
watch___Billie Eilish,
Back to the Start___Michael Schulte,
Born Again Tomorrow___Bon Jovi,
Reaching___Chama Wijnen,
Be Somebody___James Vincent McMorrow,
Holding on to You___Twenty One Pilots,
Das zweite Kapitel___Yutaka Yamada,
Shivers - Acoustic Version___John Dahlbäck,
School road___RADWIMPS,
"Main Jahaan Rahoon (From ""Namastey London"")___Rahat Fateh Ali Khan",
A Little Bit Longer___Jonas Brothers,
Break Free___Ariana Grande,
Remember (with ZOHARA)___Gryffin,
Cloud 9___William Francisco,
Kikai Jikakeno Kokoro___KOHTA YAMAMOTO,
Hands off My Heart / Places You Go___MKTO,
Comeback___The Score,
Lonely___Palaye Royale,
Exodus Pt. 1___Dreyma,
Wild Blue___John Mayer,
Kimi No Sei - Lofi Remix___dj-Jo,
Echoes___Icarus,
One More Light___Linkin Park,
Real Love___Dillon Francis,
Monster___ZHU,
I Luv U (with R3HAB)___Sofia Carson,
you should see me in a crown___Billie Eilish,
Dancing With Your Ghost___Sasha Alex Sloan,
Dil Se Re___A.R. Rahman,
"Lakeeran (From ""Haseen Dillruba"")___Asees Kaur",
Señorita___Shawn Mendes,
The River___Axel Johansson,
Chema Chekka___S. P. Balasubrahmanyam,
Known You Before (with Emilie Brandt)___Jason Ross,
Shivers___John Dahlbäck,
Moss___Tim Green,
They Don't Know About Us___One Direction,
If I Could Fly___One Direction,
Dawn___Axwell /\ Ingrosso,
Next To Me___Imagine Dragons,
seaside_demo___SEB,
If You Want___PACIFICA,
Paper Planes___Lucas & Steve,
Say Love___James TW,
Call On Me (feat. Georgia Ku)___Sam Feldt,
Weird Laws___The Almost Worthwhile Podcast,
Welcome to Wonderland___Anson Seabra,
Show Me the Meaning of Being Lonely___Backstreet Boys,
Itomori high school___RADWIMPS,
Demon Slayer Kamado Tanjiro No Uta - Lofi Remix___Fery,
Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix___Afrojack,
Curtains Up___Eminem,
Night Moves___Roosevelt,
On Fire___Eminem,
Tired___Alan Walker,
How to Train Your Dragon Main Theme - Piano Version___Patrik Pietschmann,
Telephone___Lady Gaga,
Way Back___Vicetone,
Cake By The Ocean___DNCE,
The One - Live___Kodaline,
Start A Riot___BANNERS,
Close To You (with Andy Grammer)___R3HAB,
Safe And Sound___Capital Cities,
Looking Back___Parachute,
Gallows (feat. Jamie N Commons)___The Score,
Big Dreams___The Score,
Imagine - Tiësto Remix___Ben Platt,
Turn It Up___Armin van Buuren,
Keep on Walking___Passenger,
Back To U___SLANDER,
The Hero (One Punch Man)___Otaku,
Thank You [Not So Bad]___VIZE,
Care___Kodaline,
Beautiful Scars___Maximillian,
The Truth___Kygo,
Lonely Molecule___MVS,
Night Changes___One Direction,
By Your Side___Mike Perry,
Keep The Faith___Bon Jovi,
Metropolis___Owl City,
Fair Trade (with Travis Scott)___Drake,
Ophelia___The Lumineers,
Something New___Axwell /\ Ingrosso,
Angel___FINNEAS,
Remind Me to Forget - Young Bombs Remix___Kygo,
If the World Was Ending (feat. Julia Michaels)___JP Saxe,
Algo Mágico - R3HAB Remix___Rauw Alejandro,
Back To Black___Amy Winehouse,
Do You?___TroyBoi,
The Days___Avicii,
Matter of Time (feat. Alex Maher)___Vandelux,
Pues (with Luis Fonsi & Sean Paul) [All That MTRS Remix]___R3HAB,
Electric Love___NIGHT TRAVELER,
Love Love___Two Friends,
Buddhu Sa Mann___Amaal Mallik,
Blue___F4ST,
Time of Our Lives___Pitbull,
Kiss Me___Ed Sheeran,
"Tum Hi Ho Bandhu (From ""Cocktail"")___Neeraj Shridhar",
A Little Too Much___Shawn Mendes,
Meaning___Arpeggiated Motives,
Kohobodi Boy___Daniel Kadawatha,
Rengoku Theme___Samuel Kim,
One of Those Days - Piano Version___Gabrielle Aplin,
Gone Gone Gone___Turnpike Troubadours,
the lakes___Taylor Swift,
Assalaam Valekum (Adurs)___Baba Sehgal,
Best Friend___Rex Orange County,
Tu Hi Hai___Amit Trivedi,
Kunzite___Hosini,
Kiss Me Slowly___Parachute,
The Ringer___Eminem,
Priyathama Priyathama___Chinmayi,
Lied To___Curbi,
Youngblood___5 Seconds of Summer,
Best Part___The Score,
Why Don't You Get It?___Mina Kubota,
She's Like The Wind___Calum Scott,
This Is Gospel___Panic! At The Disco,
The Return Home___Daniel Kadawatha,
hurt so bad___Cian Ducrot,
Protection - Hold Me Rework___Col Lawton,
Every Breaking Wave___U2,
Sakura's Theme (From 'Naruto')___Anime Kei,
The Village___Wrabel,
Oceansize___Oh Wonder,
Bad Habits___b_piranha,
Liberation___A.R. Rahman,
One Shot 2 Shot___Eminem,
17___Julia Michaels,
Taking My Ball___Eminem,
Who Am I___Casting Crowns,
King___Years & Years,
Loss Of A Twin___Brian Tyler,
Blame It On Love___Crazy Lixx,
生生流転___Yoshihiro Ike,
Maimarupaa___A.R. Rahman,
"Again (From ""Your Lie in April"") [Lofi Version]___Palademix",
Tears___W O L F C L U B,
Backwards___Alexander Stewart,
Pts.Of.Athrty - Jay Gordon Reanimation___Linkin Park,
Need You Now___Lady A,
Heart Out___The 1975,
I'm Going Home___Hans Zimmer,
Speeding Cars___Walking On Cars,
Sexual Healing - Kygo Remix___Marvin Gaye,
Someday___Parachute,
Ninnu Kori Tittle Song___Dr,
Sleepless Owl___Cosmic Nuit,
Giving Ourselves Space To Try___Woice with Warikoo Podcast,
For You (With Rita Ora)___Liam Payne,
Dancing In The Moonlight (feat. NEIMY)___Jubël,
Visit to Hida___RADWIMPS,
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)___Tainy,
A-O-K___Tai Verdes,
Blame It on a Dream___VHS Collection,
Nostalgic Future___Sbeady,
Saathi Rey___Arko,
Shinzo wo Sasageyo!___Linked Horizon,
Katawaredoki___RADWIMPS,
Take Control___Kodaline,
I Can't Lose it All___Ben Goldstein,
Metaphor___Alok,
Counting Stars___OneRepublic,
In Your Arms (with X Ambassadors) [Alan Walker Remix]___ILLENIUM,
Mercy - Acoustic___Shawn Mendes,
Last Kiss___Taylor Swift,
Young Dumb & Broke___Khalid,
Yesterday - Remastered 2009___The Beatles,
Worst of You___Maisie Peters,
"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)___Steve Aoki",
Verge___Owl City,
All for Love___Sigala,
Why We Lose___Cartoon,
2 Hearts (feat. Gia Koka)___Sam Feldt,
Cirrus Clouds___Rea Inarra,
Pure Grinding___Avicii,
Don't Like.1___Kanye West,
仏縁遥か___Yoshihiro Ike,
DOMINATION___Kayzo,
Away We Go___Bad Suns,
ハイキュー!!___Yuki Hayashi,
Ladies And Gentlemen___Hemachandra Vedala,
Silenced By The Night [Alesso vs. Keane] - Alesso Remix___Keane,
22___Taylor Swift,
Unknown Neighbor___Jonny Sum,
Champagne___Lia Marie Johnson,
Mad Sounds___Arctic Monkeys,
The Equaliser (Not Alone)___The Midnight,
Naruto Bluebird Freestyle___Khantrast,
Somebody To You___The Vamps,
lost___Loote,
Long Way From Home___The Lumineers,
The Longest Drive (Nyc Mix)___VHS Collection,
Best Is Yet To Come (with Kyle Reynolds)___Gryffin,
Departure! ~ Hunter X Hunter Lofi___SuperDope,
Highlights___The Classic Crime,
Mudduletti___Sonu Nigam,
Tonight___Timecop1983,
Keep It Simple (feat. Wilder Woods)___Matoma,
Monna Kanipinchavu___Harris Jayaraj,
Summer___Calvin Harris,
Mind Is A Prison___Alec Benjamin,
Say Something___A Great Big World,
Where Are You Now___Lost Frequencies,
"My Lie (From ""Your Lie in April"")___Torby Brand",
1000 Times___Sara Bareilles,
Guilty All the Same (feat. Rakim)___Linkin Park,
Guiding Light___Mumford & Sons,
Adiga Adiga___Sid Sriram,
Hurricane___Lin-Manuel Miranda,
Opus II___Terrence Woods,
Missing You___Case,
Whispers in the Dark___Skillet,
If I Ruled The World___Mike Perry,
Monster___Sikdope,
Creep (mint Singles)___R3HAB,
This Is What It Feels Like - John Ewbank Classical Remix___Armin van Buuren,
Wallflowers___The Chain Gang Of 1974,
Bon Appétit - Martin Jensen Remix___Katy Perry,
Happier - Stripped___Marshmello,
Stronger (feat. Kesha)___Sam Feldt,
We'll Be Coming Back (feat. Example)___Calvin Harris,
The Enemy___Andrew Belle,
when the party's over___Billie Eilish,
Malibu Nights___LANY,
2005 NYE___Model Man,
Blank Space___Taylor Swift,
Yakusoku (Horimiya)___Bobu Sama,
Gone___Blake Rose,
Paradise___Alan Walker,
Ashes on The Fire (Attack on Titan The Final Season Original Soundtrack)___KOHTA YAMAMOTO,
Hope___The Chainsmokers,
Like Gold___Vance Joy,
Beautiful___Anne-Marie,
Young Volcanoes___Fall Out Boy,
Bad Reputation (feat. Joe Janiak)___Avicii,
The Business___Tiësto,
"Meditation <+> - Live at the Greek Theater, Los Angeles, CA - October 2015___WALK THE MOON",
dancing in the kitchen___LANY,
What It Is___Kodaline,
Don’t Wake Me Up___Jonas Blue,
Shooting Star___Owl City,
I Lost a Friend___FINNEAS,
Thattaha Thattaha___S. P. Balasubrahmanyam,
Wherever You Are___Kodaline,
overthinking___Linearwave,
Sarrainodu___Hard Kaur,
In the Name of Love - DallasK Remix___Martin Garrix,
Hibernation Station___Hilyard,
Love You Zindagi___Amit Trivedi,
"Die, Die My Darling___Metallica",
Just Friends___Virginia To Vegas,
"Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"")___Akano",
Let You Go___Boy In Space,
Feel Like Home___Papa Roach,
Power___Bastille,
Ntr\mssion___Linkin Park,
Gurenge Lofi (Demon Slayer)___Kato,
Heal the World___Michael Jackson,
Starry Eyes___The Weeknd,
supercuts___Jeremy Zucker,
Where's the Party Tonight___Shankar-Ehsaan-Loy,
The Longest Drive___VHS Collection,
Awakening___Defqwop,
Blame Myself___ILLENIUM,
Pause The Noise___Deep Horizon Waves,
Dancin (feat. Luvli) - Krono Remix___Aaron Smith,
Spend Some Time___Eminem,
Where Do We Go (feat. Jamie Foxx)___Pitbull,
All We Are___Richello,
Persuading mayor___RADWIMPS,
Parallel 7___Four Tet,
Freeze Time - Acoustic Version___Manse,
Love Is On The Radio___McFly,
Thinking About You (feat. Ayah Marar)___Calvin Harris,
Tie Me Down (with Elley Duhé)___Gryffin,
Cesia___Ani,
London Babu___Priya Rameh,
Podusthunna Poddumeeda___Gaddar,
Glad You Exist___Dan + Shay,
peace___Taylor Swift,
Saltillo - The Frenchies & Numa Lesage Remix Edit___Scotty Boy,
Slow And Steady___Of Monsters and Men,
Fireside___Arctic Monkeys,
Kuchikamizake trip___RADWIMPS,
Ready To Love___KSHMR,
Another Year___FINNEAS,
Lo Vas A Olvidar (with ROSALÍA)___Billie Eilish,
Here for You (feat. Ella Henderson)___Kygo,
Sycamore___Cymbiose,
Slow Hands___Niall Horan,
Nostalgic___A R I Z O N A,
you were good to me___Jeremy Zucker,
"J'adore, J'adore___Adam Kneale",
You (with Marshmello & Vance Joy)___benny blanco,
Bloodstream___twocolors,
Saika___Crescent Sun,
Older___Sasha Alex Sloan,
Tsubaki Bonfire___Cora Zea,
i loved you first___joan,
Consideration - James Carter Remix___Rihanna,
Like No One Does___Jake Scott,
Sangre___Pathos Humano,
Dua Lipa___2021 Wrapped,
We Don't Talk Anymore (feat. Selena Gomez)___Charlie Puth,
Break My Heart Again___FINNEAS,
Boreas___Tide Machine,
Is Mod Se Jate Hain___Lata Mangeshkar,
One Life___Mike Perry,
The Music Box___Ave Air,
One Sided___The FifthGuys,
Unspoken Words___Evan Call,
Wasted Times___The Weeknd,
Hurt___Johnny Cash,
Indigo___Braxton,
Hero too___KYOKA JIRO Starring Chrissy Costanza,
Summer___Imagine Dragons,
Run It Up___Snakehips,
We Are Never Ever Getting Back Together___Taylor Swift,
Everytime We Touch (with Steve Angello & Sebastian Ingrosso)___David Guetta,
In My Mind___ILLENIUM,
Faint___Linkin Park,
I Love Rain___Love Nature,
Aahista Aahista___Udit Narayan,
Dep___Deep Al Brindle,
Pyaar Hai - Acoustic___Sagar Verma,
Dil Dhadakne Do___Joi Barua,
Animal___VHS Collection,
Love The Way You Lie___Eminem,
Heroes (we could be)___Alesso,
大逆転___Yuki Hayashi,
Wonders___The Script,
"Kaoru & Sentaro Duo in BUNKASAI (Medley ""My Favorite Things〜いつか王子様が〜Moanin'"")___Original Soundtrack",
Kamado Tanjiro no Uta but is it okay if it's lofi?___Kijugo,
Potions___SLANDER,
Deep Blue___William Black,
Kholo Kholo___Raman Mahadevan,
Greylock___Kyle McEvoy,
Share That Love (feat. G-Eazy)___Lukas Graham,
Serotonin___girl in red,
Saving Grace___Kodaline,
If I Can't Have You___Shawn Mendes,
After You (feat. Calle Lehmann)___Gryffin,
Space Between Us___VHS Collection,
Burnin___Calvin Harris,
Far Away From Home (feat. Leony)___Sam Feldt,
Who's They?___Hans Zimmer,
COPYCAT___Billie Eilish,
No Expectations___AG,
Hurricane___Truslow,
Jigelu Rani___Rela Kumar,
White Noise Machine___Strepitus,
The Scientist___Coldplay,
IN MY REMAINS___Linkin Park,
Crooked Teeth___Papa Roach,
Fight Fire With Fire - Remastered___Metallica,
Cutthroat___Imagine Dragons,
Yeh Jaane Kaisa Raaz Hai___Farhan Akhtar,
Ignite___Alan Walker,
Red Lights___Tiësto,
I Miss You___blink-182,
my boy___Billie Eilish,
Trojans___Atlas Genius,
Stacy's Mom___Fountains Of Wayne,
American Cliché___FINNEAS,
Don't Deserve This___Nea,
Life Of The Party___Shawn Mendes,
Where No One Goes___Cloudjumper,
Rule The World (feat. ILIRA)___GAMPER & DADONI,
Sick Boy___The Chainsmokers,
This Is Home___Cavetown,
Bigroom Never Dies___Hardwell,
Cheerleader - Felix Jaehn Remix Radio Edit___OMI,
The Sun Will Rise Again___Remi Asana,
Burnin’ Up - Radio Edit___Earth n Days,
Incredible___James TW,
Stand By You___Rachel Platten,
Love Is a Compass (Disney Supporting Make-A-Wish)___Griff,
Broken As Me (feat. Danny Worsnop of Asking Alexandria)___Papa Roach,
"I Will (From ""Ao Haru Ride"")___Kenzie Smith Piano",
Movement 6___Floating Points,
Rock the World___The Script,
Make up Your Mind___Martin Garrix,
The Way I Say Goodbye___Emily Weisband,
Hope For The Hopeless___Papa Roach,
i love you___Billie Eilish,
Your Life___Wahlstedt,
Gudilo Badilo Madilo___M.L.R. Karthikeyan,
High___Sleeping Wolf,
Kevvu Keka___Mamta Sharma,
Nakama___R A Y,
Narcissist (feat. The 1975)___No Rome,
Morning (Naruto)___Hikigai,
Can't Hold Us (feat. Ray Dalton)___Macklemore & Ryan Lewis,
Control___Unknown Brain,
Thunder___Imagine Dragons,
Higher Love___Kygo,
One___VHS Collection,
Breathe Out___Mayol,
Keygen___Martin Garrix,
Find Our Way (feat. klei)___Midnight Kids,
Darkside___Alan Walker,
Into The Night___YOASOBI,
hope is a dangerous thing for a woman like me to have - but I have it___Lana Del Rey,
Once Around___Cubicolor,
End Of The World - Acoustic Mix___KAAZE,
理由___Asami Tachibana,
Embers___Owl City,
Where Did The Angels Go___Papa Roach,
Thick And Thin___LANY,
Claudia___FINNEAS,
Again to Goshintai___RADWIMPS,
Crying Over You___The Band CAMINO,
Enlightenment___Yonder Dale,
1000 Nights___FRENSHIP,
Drink About___Seeb,
Deep Blue - Droid Bishop Remix___The Midnight,
Spectrum but is it okay if it's lofi?___Kijugo,
Jaaku no Tsuchioto___Yasuharu Takanashi,
Smile___Dixxy,
Love Story___Taylor Swift,
Fingertips___Tom Gregory,
Mockingbird___Eminem,
Lucy Ganbaru___Yasuharu Takanashi,
You Say Run___Yuki Hayashi,
Wait for Me___Kings of Leon,
Ready___Kodaline,
my strange addiction___Billie Eilish,
Scars To Your Beautiful___Alessia Cara,
Garden Of 3Den - Edit___BLOND:ISH,
Who's That Chick? (feat. Rihanna)___David Guetta,
Speed of Sound___Coldplay,
Locked Away (feat. Adam Levine)___R. City,
Trust Nobody (feat. Selena Gomez & Tory Lanez)___Cashmere Cat,
Most People (with Lukas Graham) (R3HAB VIP Remix)___R3HAB,
Tokyo___Imagine Dragons,
Legends Never Die___League of Legends,
Follow___Kygo,
What Are We Waiting For (feat. Ellise)___VAX,
Liability___Lorde,
Little Deaths___Sir Sly,
Evare___Vijay Yesudas,
Oosupodu___Hemachandra Vedala,
Inocybe___Azulina,
Oceans___Seafret,
Alien___Lifehouse,
Sleepwalker___ILLENIUM,
Rollercoaster___Love Regenerator,
Catch & Release - Deepend Remix___Matt Simons,
Eyes Shut - Sam Feldt Remix___Years & Years,
Aurora - Cielo Mix___Aurora,
Bangaru Kodi Petta (Remix)___Ranjith,
Unbreakable (feat. Clarence Coffee Jr.)___BUNT.,
I Want Love___Elton John,
Ilahi___Pritam,
Down The Line___Mike Perry,
SOS___Avicii,
Warning___Green Day,
What Did I Do?___Hayd,
Epudepududani___S. P. Balasubrahmanyam,
Half Moon Pass___By Lotus,
Pillow___Kelvin Jones,
Hayakki Baby___Sanah Moidutty,
River___Tom Gregory,
My Songs Know What You Did In The Dark (Light Em Up)___Fall Out Boy,
Paathshala - Be a Rebel___A.R. Rahman,
There Is a Hero There___Yuki Hayashi,
Let Me In___Olly Murs,
A Doll's Beginning___Evan Call,
When We Stand Together___Nickelback,
Sleepless Nights (feat. Nightly)___ayokay,
What Do You Mean?___Justin Bieber,
Fall For You___Hogland,
I Do___Astrid S,
Pull The Cord___The Score,
Pads of Redemption___Masala Roo,
Commander (feat. David Guetta) - Radio Edit___Kelly Rowland,
You and Me___Shallou,
Little Amens___David Hodges,
the last great american dynasty___Taylor Swift,
Salvation___Gabrielle Aplin,
La La La___Naughty Boy,
Badtameez Dil___Pritam,
Glad You Came___AREA21,
Forever Young___John De Sohn,
Demons at the Door___Sleeping Wolf,
The Man I Want to Be___Jake Scott,
Carousel - Hybrid Theory EP___Linkin Park,
Lying from You___Linkin Park,
Who Am I___NEEDTOBREATHE,
when was it over? (feat. Sam Hunt)___Sasha Alex Sloan,
Farmer Refuted___Thayne Jasperson,
Here___Shallou,
Oops (feat. Charlie Puth)___Little Mix,
One Step Ahead___A Great Big World,
Blueberry Eyes (feat. SUGA of BTS)___MAX,
City Of Dreams - Radio Edit___Dirty South,
Million Days___SABAI,
Wobbly___Will Saul,
Utopia___Sudestada X,
Looking At U___Mike Perry,
Enno Ratrulosthayi Gani___S. P. Balasubrahmanyam,
Long Way Home___Lucas & Steve,
Trippier___Stanz Vanz,
Hurt You___The Weeknd,
IDK You Yet___Alexander 23,
Part-Time Lover___Dabin,
Kataware Doki___Kijugo,
In De Schuur___Snelle,
Waiting___Dian Giles,
Shadows___The Midnight,
Jogendra Jogendra___Shreya Ghoshal,
With You___Linkin Park,
VICTIMIZED___Linkin Park,
How Do You Sleep?___Sam Smith,
Good Grief - Don Diablo Remix___Bastille,
Obito's Death Theme___Lorenzo Ferrara,
Confident___Demi Lovato,
Party In The U.S.A.___Miley Cyrus,
One Punch Man Main Theme___Lars Sorensen,
Blah Blah Blah___Armin van Buuren,
New___Daya,
Superhuman___Tritonal,
These Are The Times (feat. JRM)___Martin Garrix,
In The Light___The Lumineers,
Static___Timecop1983,
Moth To A Flame (with The Weeknd) - Extended Mix___Swedish House Mafia,
Used To___Sandro Cavazza,
High Hopes___Kodaline,
Stay___Zedd,
It's My Life___Bon Jovi,
Gold and Oden___Kato,
A Winter's Ball___Leslie Odom Jr.,
Sound Of Your Heart___Shawn Hook,
About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”___MARINA,
Gogh___Slim Rex,
Anguish of Heartache___NKOHA,
Centered___EON NOIRE,
Fake___Lauv,
Breathe___Jax Jones,
Loungerie___Jorge Milliano,
One Kiss (with Dua Lipa)___Calvin Harris,
Forever___Papa Roach,
Midsommarnatt___Najma Wallin,
Miss Jackson (feat. LOLO)___Panic! At The Disco,
Followers___AREA21,
Someone Like You___Adele,
Cry with you___Jeremy Zucker,
Good Together___Shallou,
Heart's Not In It___Loote,
"fuck, i'm lonely (with Anne-Marie)___Lauv",
...To Be Loved___Papa Roach,
Try Sleeping with a Broken Heart___Alicia Keys,
Echo___Yves V,
Watermelon Sugar___Harry Styles,
River Flows In You___Yiruma,
Wish You Were Here___Pink Floyd,
Beautiful___Akon,
Conquer___RIVVRS,
I Want You Anyway___Jon McLaughlin,
1985___Bowling For Soup,
Epsilon___WX//CLTV,
fearless___Lunelle,
Might-1___Yuki Hayashi,
Peace___O.A.R.,
Sun Came Up___Sofi Tukker,
"Kamado Tanjiro No Uta (From ""Demon Slayer: Kimetsu No Yaiba"") [Lofi Beat]___Celestial Alignment",
Girei (Pain's Theme)___Lorenzo Ferrara,
One Foot___WALK THE MOON,
Rock N Roll Soniye___Shankar-Ehsaan-Loy,
Only Girl (In The World)___Rihanna,
Know Your Worth___Khalid,
Crazy Beautiful___Andy Grammer,
Our Song___Anne-Marie,
In sight___Lunar Ship,
Bed Of Lies___Nicki Minaj,
Sucker___Jonas Brothers,
The Day We Fell in Love___Nick Kingsley,
Show You Love___Kato,
Radioactive___Imagine Dragons,
Red Hands___Walk Off the Earth,
Zenzenzense - movie ver.___RADWIMPS,
She Will Be Loved___Maroon 5,
Hot Air Balloon___Don Diablo,
The night inn___RADWIMPS,
Stargazing - Kaskade Remix___Kygo,
Lonely Together - Acoustic___Avicii,
He's a Pirate - Hans Zimmer vs Dimitri Vegas & Like Mike / Bonus Track___Dimitri Vegas & Like Mike,
Forever___CHVRCHES,
Together as One___Yuki Hayashi,
When Was The Last Time?___Rhys Lewis,
Aise Na Chhoro___Guru Randhawa,
You for Me___Sigala,
Everything Has Changed___Taylor Swift,
Battle Cry___Imagine Dragons,
HOTTIE___BROCKHAMPTON,
OverHeated___Billie Eilish,
Oops (I'm Sorry)___Lost Kings,
Sweat - Remix___Snoop Dogg,
Corners___The Fray,
Eenie Meenie___Sean Kingston,
Nocturnal___Frontstreet,
Love Is the Cure___Sleeping Wolf,
Silence (feat. Sarah McLachlan) - DJ Tiësto's In Search Of Sunrise Remix___Delerium,
Synchronize - Acoustic___Hellberg,
Love Runs Out (feat. G-Eazy & Sasha Alex Sloan)___Martin Garrix,
Takeaway___The Chainsmokers,
Dearly Beloved___TPR,
63194___小畑貴裕,
Eyy Bidda Idhi Naa Adda___Nakash Aziz,
Promises (with Sam Smith)___Calvin Harris,
Surf to Go___Jordy Sánchez,
Sparkle - movie ver.___RADWIMPS,
New Obsession - Lost Kings Remix___FRANKIE,
Watashi No Uso (Your Lie in April Original Soundtrack)___Theishter,
Happy Now___Zedd,
Never Be Like You - Disclosure Remix___Flume,
Madder Sky___Kotaro Nakagawa,
Have A Nice Day___Bon Jovi,
Voyager 22___Kalbaisakhi,
Barricade - Radio Edit___Axwell,
Raging Fire___Phillip Phillips,
Next to Me___RÜFÜS DU SOL,
Feel Good (feat. Daya)___Gryffin,
In My Blood___Shawn Mendes,
The Rock Show - Video Version___blink-182,
Enemy___Sandro Cavazza,
tomorrow tonight___Loote,
Walked Through Hell___Anson Seabra,
She Loves Me Not___Papa Roach,
Taking Advantage of Uniquely Human Capabilities___Developer Tea,
Ammay Nadumu___Achu,
Edo Jarugutondi___Aravind Srinivas,
Better Love___Jerome,
A Drug From God___Chris Lake,
Stay Alive___Original Broadway Cast of Hamilton,
Whiskey In The Jar___Metallica,
Thief___Imagine Dragons,
okay___LANY,
Track Smack___RICE / DJ Bucket,
On My Mind___Disciples,
Waiting on the Summer (Penguin Prison Remix)___VHS Collection,
I Wanna Run Away (with Mr Eazi & Wafia)___R3HAB,
Mindful Job Search: Myths and Psychology of Interviewing___Developer Tea,
